"STATION","DATE","TMAX","TMIN","TOBS","WESD","WESF"
"USC00410433","2015-09-13","87","60","60","0.0","0.0"
"USC00410433","2015-09-14","89","60","62","0.0","0.0"
"USC00410433","2015-09-15","88","62","73","0.0","0.0"
"USC00410433","2015-09-16","91","73","74","0.0","0.0"
"USC00410433","2015-09-17","89","73","74","0.0","0.0"
"USC00410433","2015-09-18","93","74","74","0.0","0.0"
"USC00410433","2015-09-19","93","72","72","0.0","0.0"
"USC00410433","2015-09-20","92","66","66","0.0","0.0"
"USC00410433","2015-09-21","93","66","70","0.0","0.0"
"USC00410433","2015-09-22","93","68","68","0.0","0.0"
"USC00410433","2015-09-23","93","66","67","0.0","0.0"
"USC00410433","2015-09-24","91","66","66","0.0","0.0"
"USC00410433","2015-09-25","91","66","68","0.0","0.0"
"USC00410433","2015-09-26","91","65","65","0.0","0.0"
"USC00410433","2015-09-27","91","63","63","0.0","0.0"
"USC00410433","2015-09-28","90","63","66","0.0","0.0"
"USC00410433","2015-09-29","85","66","67","0.0","0.0"
"USC00410433","2015-09-30","90","67","69","0.0","0.0"
"USC00410433","2015-10-01","92","69","70","0.0","0.0"
"USC00410433","2015-10-02","90","64","64","0.0","0.0"
"USC00410433","2015-10-03","84","56","58","0.0","0.0"
"USC00410433","2015-10-04","83","57","58","0.0","0.0"
"USC00410433","2015-10-05","83","58","64","0.0","0.0"
"USC00410433","2015-10-06","82","61","61","0.0","0.0"
"USC00410433","2015-10-07","86","59","59","0.0","0.0"
"USC00410433","2015-10-08","90","59","67","0.0","0.0"
"USC00410433","2015-10-09","87","67","69","0.0","0.0"
"USC00410433","2015-10-10","84","65","65","0.0","0.0"
"USC00410433","2015-10-11","86","62","62","0.0","0.0"
"USC00410433","2015-10-12","93","62","71","0.0","0.0"
"USC00410433","2015-10-13","96","69","70","0.0","0.0"
"USC00410433","2015-10-14","90","55","55","0.0","0.0"
"USC00410433","2015-10-15","94","55","63","0.0","0.0"
"USC00410433","2015-10-16","91","60","60","0.0","0.0"
"USC00410433","2015-10-17","87","60","62","0.0","0.0"
"USC00410433","2015-10-18","84","51","51","0.0","0.0"
"USC00410433","2015-10-19","82","51","52","0.0","0.0"
"USC00410433","2015-10-20","84","52","54","0.0","0.0"
"USC00410433","2015-10-21","84","54","71","0.0","0.0"
"USC00410433","2015-10-22","83","68","68","0.0","0.0"
"USC00410433","2015-10-23","76","68","73","0.0","0.0"
"USC00410433","2015-10-24","77","65","65","0.0","0.0"
"USC00410433","2015-10-25","65","55","56","0.0","0.0"
"USC00410433","2015-10-26","60","55","56","0.0","0.0"
"USC00410433","2015-10-27","74","55","55","0.0","0.0"
"USC00410433","2015-10-28","80","55","56","0.0","0.0"
"USC00410433","2015-10-29","77","49","49","0.0","0.0"
"USC00410433","2015-10-30","79","49","70","0.0","0.0"
"USC00410433","2015-10-31","72","62","62","0.0","0.0"
"USC00410433","2015-11-01","71","58","58","0.0","0.0"
"USC00410433","2015-11-02","71","56","56","0.0","0.0"
"USC00410433","2015-11-03","77","55","58","0.0","0.0"
"USC00410433","2015-11-04","77","58","63","0.0","0.0"
"USC00410433","2015-11-05","73","63","72","0.0","0.0"
"USC00410433","2015-11-06","80","60","60","0.0","0.0"
"USC00410433","2015-11-07","64","54","54","0.0","0.0"
"USC00410433","2015-11-08","60","50","50","0.0","0.0"
"USC00410433","2015-11-09","66","49","49","0.0","0.0"
"USC00410433","2015-11-10","70","49","60","0.0","0.0"
"USC00410433","2015-11-11","72","60","72","0.0","0.0"
"USC00410433","2015-11-12","83","53","53","0.0","0.0"
"USC00410433","2015-11-13","68","53","56","0.0","0.0"
"USC00410433","2015-11-14","64","52","54","0.0","0.0"
"USC00410433","2015-11-15","63","53","53","0.0","0.0"
"USC00410433","2015-11-16","67","53","64","0.0","0.0"
"USC00410433","2015-11-17","72","52","52","0.0","0.0"
"USC00410433","2015-11-18","60","41","42","0.0","0.0"
"USC00410433","2015-11-19","69","42","47","0.0","0.0"
"USC00410433","2015-11-20","75","47","51","0.0","0.0"
"USC00410433","2015-11-21","74","51","63","0.0","0.0"
"USC00410433","2015-11-22","63","33","33","0.0","0.0"
"USC00410433","2015-11-23","55","30","30","0.0","0.0"
"USC00410433","2015-11-24","61","30","47","0.0","0.0"
"USC00410433","2015-11-25","62","47","61","0.0","0.0"
"USC00410433","2015-11-26","70","61","67","0.0","0.0"
"USC00410433","2015-11-27","72","67","69","0.0","0.0"
"USC00410433","2015-11-28","71","37","37","0.0","0.0"
"USC00410433","2015-11-29","41","37","40","0.0","0.0"
"USC00410433","2015-11-30","43","40","43","0.0","0.0"
"USC00410433","2015-12-01","51","43","43","0.0","0.0"
"USC00410433","2015-12-02","55","39","39","0.0","0.0"
"USC00410433","2015-12-03","62","37","37","0.0","0.0"
"USC00410433","2015-12-04","60","36","36","0.0","0.0"
"USC00410433","2015-12-05","60","35","35","0.0","0.0"
"USC00410433","2015-12-06","61","35","44","0.0","0.0"
"USC00410433","2015-12-07","65","38","38","0.0","0.0"
"USC00410433","2015-12-08","66","38","43","0.0","0.0"
"USC00410433","2015-12-09","73","43","49","0.0","0.0"
"USC00410433","2015-12-10","71","44","60","0.0","0.0"
"USC00410433","2015-12-11","76","51","57","0.0","0.0"
"USC00410433","2015-12-12","73","57","68","0.0","0.0"
"USC00410433","2015-12-13","72","48","49","0.0","0.0"
"USC00410433","2015-12-14","54","38","38","0.0","0.0"
"USC00410433","2015-12-15","73","38","56","0.0","0.0"
"USC00410433","2015-12-16","71","53","53","0.0","0.0"
"USC00410433","2015-12-17","60","34","34","0.0","0.0"
"USC00410433","2015-12-18","63","34","34","0.0","0.0"
"USC00410433","2015-12-19","56","34","35","0.0","0.0"
"USC00410433","2015-12-20","63","35","52","0.0","0.0"
"USC00410433","2015-12-21","65","52","63","0.0","0.0"
"USC00410433","2015-12-22","72","43","45","0.0","0.0"
"USC00410433","2015-12-23","76","45","64","0.0","0.0"
"USC00410433","2015-12-24","76","52","52","0.0","0.0"
"USC00410433","2015-12-25","72","49","49","0.0","0.0"
"USC00410433","2015-12-26","70","49","70","0.0","0.0"
"USC00410433","2015-12-27","75","47","47","0.0","0.0"
"USC00410433","2015-12-28","47","33","34","0.0","0.0"
"USC00410433","2015-12-29","42","34","35","0.0","0.0"
"USC00410433","2015-12-30","48","35","43","0.0","0.0"
"USC00410433","2015-12-31","54","38","38","0.0","0.0"
"USC00410433","2016-01-01","50","38","42","0.0","0.0"
"USC00410433","2016-01-02","45","41","41","0.0","0.0"
"USC00410433","2016-01-03","45","40","40","0.0","0.0"
"USC00410433","2016-01-04","58","35","35","0.0","0.0"
"USC00410433","2016-01-05","56","33","37","0.0","0.0"
"USC00410433","2016-01-06","54","37","45","0.0","0.0"
"USC00410433","2016-01-07","51","45","49","0.0","0.0"
"USC00410433","2016-01-08","71","43","43","0.0","0.0"
"USC00410433","2016-01-09","64","43","44","0.0","0.0"
"USC00410433","2016-01-10","51","30","30","0.0","0.0"
"USC00410433","2016-01-11","48","30","30","0.0","0.0"
"USC00410433","2016-01-12","52","29","36","0.0","0.0"
"USC00410433","2016-01-13","64","36","38","0.0","0.0"
"USC00410433","2016-01-14","65","37","46","0.0","0.0"
"USC00410433","2016-01-15","67","45","47","0.0","0.0"
"USC00410433","2016-01-16","69","42","43","0.0","0.0"
"USC00410433","2016-01-17","61","29","29","0.0","0.0"
"USC00410433","2016-01-18","55","29","35","0.0","0.0"
"USC00410433","2016-01-19","57","35","44","0.0","0.0"
"USC00410433","2016-01-20","66","42","42","0.0","0.0"
"USC00410433","2016-01-21","55","42","52","0.0","0.0"
"USC00410433","2016-01-22","62","35","35","0.0","0.0"
"USC00410433","2016-01-23","52","28","28","0.0","0.0"
"USC00410433","2016-01-24","56","28","34","0.0","0.0"
"USC00410433","2016-01-25","67","34","59","0.0","0.0"
"USC00410433","2016-01-26","73","45","45","0.0","0.0"
"USC00410433","2016-01-27","51","36","36","0.0","0.0"
"USC00410433","2016-01-28","57","31","31","0.0","0.0"
"USC00410433","2016-01-29","70","31","43","0.0","0.0"
"USC00410433","2016-01-30","75","43","43","0.0","0.0"
"USC00410433","2016-01-31","75","43","58","0.0","0.0"
"USC00410433","2016-02-01","82","52","56","0.0","0.0"
"USC00410433","2016-02-02","74","49","49","0.0","0.0"
"USC00410433","2016-02-03","70","38","38","0.0","0.0"
"USC00410433","2016-02-04","57","29","32","0.0","0.0"
"USC00410433","2016-02-05","57","31","31","0.0","0.0"
"USC00410433","2016-02-06","61","31","41","0.0","0.0"
"USC00410433","2016-02-07","59","29","30","0.0","0.0"
"USC00410433","2016-02-08","67","30","43","0.0","0.0"
"USC00410433","2016-02-09","63","35","35","0.0","0.0"
"USC00410433","2016-02-10","70","35","35","0.0","0.0"
"USC00410433","2016-02-11","73","35","47","0.0","0.0"
"USC00410433","2016-02-12","82","45","45","0.0","0.0"
"USC00410433","2016-02-13","76","45","50","0.0","0.0"
"USC00410433","2016-02-14","73","50","56","0.0","0.0"
"USC00410433","2016-02-15","72","56","58","0.0","0.0"
"USC00410433","2016-02-16","72","44","46","0.0","0.0"
"USC00410433","2016-02-17","79","45","46","0.0","0.0"
"USC00410433","2016-02-18","73","46","56","0.0","0.0"
"USC00410433","2016-02-19","77","53","62","0.0","0.0"
"USC00410433","2016-02-20","79","62","64","0.0","0.0"
"USC00410433","2016-02-21","73","63","63","0.0","0.0"
"USC00410433","2016-02-22","68","57","57","0.0","0.0"
"USC00410433","2016-02-23","72","54","54","0.0","0.0"
"USC00410433","2016-02-24","55","41","41","0.0","0.0"
"USC00410433","2016-02-25","64","35","37","0.0","0.0"
"USC00410433","2016-02-26","67","35","35","0.0","0.0"
"USC00410433","2016-02-27","64","35","42","0.0","0.0"
"USC00410433","2016-02-28","71","42","54","0.0","0.0"
"USC00410433","2016-02-29","76","54","61","0.0","0.0"
"USC00410433","2016-03-01","77","61","64","0.0","0.0"
"USC00410433","2016-03-02","80","44","44","0.0","0.0"
"USC00410433","2016-03-03","76","44","66","0.0","0.0"
"USC00410433","2016-03-04","81","43","44","0.0","0.0"
"USC00410433","2016-03-05","75","44","56","0.0","0.0"
"USC00410433","2016-03-06","78","56","57","0.0","0.0"
"USC00410433","2016-03-07","74","57","62","0.0","0.0"
"USC00410433","2016-03-08","74","62","66","0.0","0.0"
"USC00410433","2016-03-09","82","56","57","0.0","0.0"
"USC00410433","2016-03-10","58","56","56","0.0","0.0"
"USC00410433","2016-03-11","60","56","60","0.0","0.0"
"USC00410433","2016-03-12","67","55","56","0.0","0.0"
"USC00410433","2016-03-13","73","54","54","0.0","0.0"
"USC00410433","2016-03-14","84","51","51","0.0","0.0"
"USC00410433","2016-03-15","93","51","60","0.0","0.0"
"USC00410433","2016-03-16","91","59","59","0.0","0.0"
"USC00410433","2016-03-17","81","59","66","0.0","0.0"
"USC00410433","2016-03-18","77","65","65","0.0","0.0"
"USC00410433","2016-03-19","78","44","44","0.0","0.0"
"USC00410433","2016-03-20","62","37","37","0.0","0.0"
"USC00410433","2016-03-21","63","32","32","0.0","0.0"
"USC00410433","2016-03-22","68","32","47","0.0","0.0"
"USC00410433","2016-03-23","76","47","63","0.0","0.0"
"USC00410433","2016-03-24","80","49","49","0.0","0.0"
"USC00410433","2016-03-25","68","37","37","0.0","0.0"
"USC00410433","2016-03-26","74","37","49","0.0","0.0"
"USC00410433","2016-03-27","74","49","62","0.0","0.0"
"USC00410433","2016-03-28","73","45","45","0.0","0.0"
"USC00410433","2016-03-29","74","45","60","0.0","0.0"
"USC00410433","2016-03-30","67","60","67","0.0","0.0"
"USC00410433","2016-03-31","73","64","65","0.0","0.0"
"USC00410433","2016-04-01","84","51","51","0.0","0.0"
"USC00410433","2016-04-02","57","41","42","0.0","0.0"
"USC00410433","2016-04-03","72","41","43","0.0","0.0"
"USC00410433","2016-04-04","78","43","50","0.0","0.0"
"USC00410433","2016-04-05","83","49","49","0.0","0.0"
"USC00410433","2016-04-06","81","49","62","0.0","0.0"
"USC00410433","2016-04-07","79","44","44","0.0","0.0"
"USC00410433","2016-04-08","85","44","59","0.0","0.0"
"USC00410433","2016-04-09","78","57","58","0.0","0.0"
"USC00410433","2016-04-10","76","58","64","0.0","0.0"
"USC00410433","2016-04-11","76","64","69","0.0","0.0"
"USC00410433","2016-04-12","87","61","61","0.0","0.0"
"USC00410433","2016-04-13","67","58","59","0.0","0.0"
"USC00410433","2016-04-14","68","51","51","0.0","0.0"
"USC00410433","2016-04-15","74","51","57","0.0","0.0"
"USC00410433","2016-04-16","78","57","63","0.0","0.0"
"USC00410433","2016-04-17","71","63","68","0.0","0.0"
"USC00410433","2016-04-18","75","61","63","0.0","0.0"
"USC00410433","2016-04-19","69","61","63","0.0","0.0"
"USC00410433","2016-04-20","76","59","59","0.0","0.0"
"USC00410433","2016-04-21","79","58","59","0.0","0.0"
"USC00410433","2016-04-22","79","56","56","0.0","0.0"
"USC00410433","2016-04-23","81","53","53","0.0","0.0"
"USC00410433","2016-04-24","82","53","61","0.0","0.0"
"USC00410433","2016-04-25","77","61","68","0.0","0.0"
"USC00410433","2016-04-26","87","68","70","0.0","0.0"
"USC00410433","2016-04-27","83","59","60","0.0","0.0"
"USC00410433","2016-04-28","86","59","65","0.0","0.0"
"USC00410433","2016-04-29","86","65","73","0.0","0.0"
"USC00410433","2016-04-30","82","63","63","0.0","0.0"
"USC00410433","2016-05-01","83","63","63","0.0","0.0"
"USC00410433","2016-05-02","74","58","58","0.0","0.0"
"USC00410433","2016-05-03","67","48","48","0.0","0.0"
"USC00410433","2016-05-04","75","48","53","0.0","0.0"
"USC00410433","2016-05-05","84","53","57","0.0","0.0"
"USC00410433","2016-05-06","86","53","53","0.0","0.0"
"USC00410433","2016-05-07","85","53","59","0.0","0.0"
"USC00410433","2016-05-08","84","59","66","0.0","0.0"
"USC00410433","2016-05-09","70","64","66","0.0","0.0"
"USC00410433","2016-05-10","86","66","72","0.0","0.0"
"USC00410433","2016-05-11","90","62","63","0.0","0.0"
"USC00410433","2016-05-12","85","63","69","0.0","0.0"
"USC00410433","2016-05-13","81","67","68","0.0","0.0"
"USC00410433","2016-05-14","87","68","69","0.0","0.0"
"USC00410433","2016-05-15","79","58","58","0.0","0.0"
"USC00410433","2016-05-16","70","58","65","0.0","0.0"
"USC00410433","2016-05-17","77","65","65","0.0","0.0"
"USC00410433","2016-05-18","82","60","60","0.0","0.0"
"USC00410433","2016-05-19","74","59","59","0.0","0.0"
"USC00410433","2016-05-20","72","59","61","0.0","0.0"
"USC00410433","2016-05-21","80","61","68","0.0","0.0"
"USC00410433","2016-05-22","80","68","70","0.0","0.0"
"USC00410433","2016-05-23","86","70","70","0.0","0.0"
"USC00410433","2016-05-24","82","70","72","0.0","0.0"
"USC00410433","2016-05-25","85","72","74","0.0","0.0"
"USC00410433","2016-05-26","82","74","76","0.0","0.0"
"USC00410433","2016-05-27","88","65","67","0.0","0.0"
"USC00410433","2016-05-28","75","61","66","0.0","0.0"
"USC00410433","2016-05-29","89","66","68","0.0","0.0"
"USC00410433","2016-05-30","85","64","64","0.0","0.0"
"USC00410433","2016-05-31","88","64","73","0.0","0.0"
"USC00410433","2016-06-01","80","65","67","0.0","0.0"
"USC00410433","2016-06-02","85","66","66","0.0","0.0"
"USC00410433","2016-06-03","78","63","63","0.0","0.0"
"USC00410433","2016-06-04","84","63","67","0.0","0.0"
"USC00410433","2016-06-05","82","65","65","0.0","0.0"
"USC00410433","2016-06-06","85","65","66","0.0","0.0"
"USC00410433","2016-06-07","87","66","66","0.0","0.0"
"USC00410433","2016-06-08","89","66","68","0.0","0.0"
"USC00410433","2016-06-09","90","67","67","0.0","0.0"
"USC00410433","2016-06-10","90","66","67","0.0","0.0"
"USC00410433","2016-06-11","90","67","74","0.0","0.0"
"USC00410433","2016-06-12","92","74","76","0.0","0.0"
"USC00410433","2016-06-13","92","75","75","0.0","0.0"
"USC00410433","2016-06-14","92","75","76","0.0","0.0"
"USC00410433","2016-06-15","93","76","76","0.0","0.0"
"USC00410433","2016-06-16","95","73","73","0.0","0.0"
"USC00410433","2016-06-17","95","73","74","0.0","0.0"
"USC00410433","2016-06-18","96","74","75","0.0","0.0"
"USC00410433","2016-06-19","95","75","76","0.0","0.0"
"USC00410433","2016-06-20","92","72","72","0.0","0.0"
"USC00410433","2016-06-21","94","72","72","0.0","0.0"
"USC00410433","2016-06-22","95","72","74","0.0","0.0"
"USC00410433","2016-06-23","94","74","74","0.0","0.0"
"USC00410433","2016-06-24","94","73","73","0.0","0.0"
"USC00410433","2016-06-25","92","73","75","0.0","0.0"
"USC00410433","2016-06-26","85","74","75","0.0","0.0"
"USC00410433","2016-06-27","93","72","72","0.0","0.0"
"USC00410433","2016-06-28","95","71","72","0.0","0.0"
"USC00410433","2016-06-29","97","68","69","0.0","0.0"
"USC00410433","2016-06-30","92","69","72","0.0","0.0"
"USC00410433","2016-07-01","93","70","71","0.0","0.0"
"USC00410433","2016-07-02","94","71","75","0.0","0.0"
"USC00410433","2016-07-03","95","75","76","0.0","0.0"
"USC00410433","2016-07-04","96","76","77","0.0","0.0"
"USC00410433","2016-07-05","96","77","77","0.0","0.0"
"USC00410433","2016-07-06","98","77","77","0.0","0.0"
"USC00410433","2016-07-07","97","76","76","0.0","0.0"
"USC00410433","2016-07-08","96","76","76","0.0","0.0"
"USC00410433","2016-07-09","98","75","75","0.0","0.0"
"USC00410433","2016-07-10","98","74","77","0.0","0.0"
"USC00410433","2016-07-11","95","76","76","0.0","0.0"
"USC00410433","2016-07-12","98","75","75","0.0","0.0"
"USC00410433","2016-07-13","97","75","78","0.0","0.0"
"USC00410433","2016-07-14","98","75","75","0.0","0.0"
"USC00410433","2016-07-15","98","75","75","0.0","0.0"
"USC00410433","2016-07-16","99","74","74","0.0","0.0"
"USC00410433","2016-07-17","97","73","73","0.0","0.0"
"USC00410433","2016-07-18","97","73","76","0.0","0.0"
"USC00410433","2016-07-19","97","74","74","0.0","0.0"
"USC00410433","2016-07-20","96","73","73","0.0","0.0"
"USC00410433","2016-07-21","98","72","72","0.0","0.0"
"USC00410433","2016-07-22","98","72","72","0.0","0.0"
"USC00410433","2016-07-23","100","72","76","0.0","0.0"
"USC00410433","2016-07-24","99","76","76","0.0","0.0"
"USC00410433","2016-07-25","100","76","76","0.0","0.0"
"USC00410433","2016-07-26","100","73","73","0.0","0.0"
"USC00410433","2016-07-27","91","72","73","0.0","0.0"
"USC00410433","2016-07-28","89","72","74","0.0","0.0"
"USC00410433","2016-07-29","95","72","74","0.0","0.0"
"USC00410433","2016-07-30","94","74","74","0.0","0.0"
"USC00410433","2016-07-31","94","74","75","0.0","0.0"
"USC00410433","2016-08-01","94","72","73","0.0","0.0"
"USC00410433","2016-08-02","96","73","73","0.0","0.0"
"USC00410433","2016-08-03","96","73","74","0.0","0.0"
"USC00410433","2016-08-04","97","74","74","0.0","0.0"
"USC00410433","2016-08-05","96","74","74","0.0","0.0"
"USC00410433","2016-08-06","97","74","75","0.0","0.0"
"USC00410433","2016-08-07","97","75","75","0.0","0.0"
"USC00410433","2016-08-08","98","75","76","0.0","0.0"
"USC00410433","2016-08-09","98","76","77","0.0","0.0"
"USC00410433","2016-08-10","99","77","78","0.0","0.0"
"USC00410433","2016-08-11","99","76","76","0.0","0.0"
"USC00410433","2016-08-12","99","76","76","0.0","0.0"
"USC00410433","2016-08-13","102","73","74","0.0","0.0"
"USC00410433","2016-08-14","94","73","73","0.0","0.0"
"USC00410433","2016-08-15","78","69","69","0.0","0.0"
"USC00410433","2016-08-16","73","69","73","0.0","0.0"
"USC00410433","2016-08-17","78","73","73","0.0","0.0"
"USC00410433","2016-08-18","79","72","72","0.0","0.0"
"USC00410433","2016-08-19","85","72","74","0.0","0.0"
"USC00410433","2016-08-20","91","71","75","0.0","0.0"
"USC00410433","2016-08-21","79","70","70","0.0","0.0"
"USC00410433","2016-08-22","79","70","73","0.0","0.0"
"USC00410433","2016-08-23","88","73","75","0.0","0.0"
"USC00410433","2016-08-24","91","74","74","0.0","0.0"
"USC00410433","2016-08-25","91","73","73","0.0","0.0"
"USC00410433","2016-08-26","91","72","73","0.0","0.0"
"USC00410433","2016-08-27","91","69","69","0.0","0.0"
"USC00410433","2016-08-28","90","69","69","0.0","0.0"
"USC00410433","2016-08-29","89","69","71","0.0","0.0"
"USC00410433","2016-08-30","88","71","71","0.0","0.0"
"USC00410433","2016-08-31","88","71","72","0.0","0.0"
"USC00410433","2016-09-01","91","71","72","0.0","0.0"
"USC00410433","2016-09-02","92","71","72","0.0","0.0"
"USC00410433","2016-09-03","87","71","71","0.0","0.0"
"USC00410433","2016-09-04","89","71","71","0.0","0.0"
"USC00410433","2016-09-05","92","71","73","0.0","0.0"
"USC00410433","2016-09-06","91","73","76","0.0","0.0"
"USC00410433","2016-09-07","91","76","76","0.0","0.0"
"USC00410433","2016-09-08","93","75","75","0.0","0.0"
"USC00410433","2016-09-09","93","74","74","0.0","0.0"
"USC00410433","2016-09-10","92","73","73","0.0","0.0"
"USC00410433","2016-09-11","89","67","68","0.0","0.0"
"USC00410433","2016-09-12","89","67","67","0.0","0.0"
"USC00410433","2016-09-13","92","67","71","0.0","0.0"
"USC00410433","2016-09-14","91","71","73","0.0","0.0"
"USC00410433","2016-09-15","89","69","70","0.0","0.0"
"USC00410433","2016-09-16","92","70","71","0.0","0.0"
"USC00410433","2016-09-17","94","71","71","0.0","0.0"
"USC00410433","2016-09-18","94","71","73","0.0","0.0"
"USC00410433","2016-09-19","96","72","73","0.0","0.0"
"USC00410433","2016-09-20","97","72","72","0.0","0.0"
"USC00410433","2016-09-21","95","72","72","0.0","0.0"
"USC00410433","2016-09-22","91","67","67","0.0","0.0"
"USC00410433","2016-09-23","93","67","74","0.0","0.0"
"USC00410433","2016-09-24","90","74","75","0.0","0.0"
"USC00410433","2016-09-25","92","75","75","0.0","0.0"
"USC00410433","2016-09-26","83","69","70","0.0","0.0"
"USC00410433","2016-09-27","70","64","65","0.0","0.0"
"USC00410433","2016-09-28","76","60","62","0.0","0.0"
"USC00410433","2016-09-29","86","58","63","0.0","0.0"
"USC00410433","2016-09-30","81","56","56","0.0","0.0"
"USC00410433","2016-10-01","80","55","56","0.0","0.0"
"USC00410433","2016-10-02","76","55","55","0.0","0.0"
"USC00410433","2016-10-03","83","55","59","0.0","0.0"
"USC00410433","2016-10-04","85","59","68","0.0","0.0"
"USC00410433","2016-10-05","89","68","72","0.0","0.0"
"USC00410433","2016-10-06","91","72","73","0.0","0.0"
"USC00410433","2016-10-07","91","72","72","0.0","0.0"
"USC00410433","2016-10-08","84","58","58","0.0","0.0"
"USC00410433","2016-10-09","81","57","57","0.0","0.0"
"USC00410433","2016-10-10","79","48","48","0.0","0.0"
"USC00410433","2016-10-11","82","48","52","0.0","0.0"
"USC00410433","2016-10-12","87","52","59","0.0","0.0"
"USC00410433","2016-10-13","89","59","70","0.0","0.0"
"USC00410433","2016-10-14","86","65","68","0.0","0.0"
"USC00410433","2016-10-15","86","65","70","0.0","0.0"
"USC00410433","2016-10-16","88","70","73","0.0","0.0"
"USC00410433","2016-10-17","91","72","73","0.0","0.0"
"USC00410433","2016-10-18","90","72","73","0.0","0.0"
"USC00410433","2016-10-19","89","73","74","0.0","0.0"
"USC00410433","2016-10-20","89","68","68","0.0","0.0"
"USC00410433","2016-10-21","79","53","53","0.0","0.0"
"USC00410433","2016-10-22","73","43","43","0.0","0.0"
"USC00410433","2016-10-23","78","43","52","0.0","0.0"
"USC00410433","2016-10-24","81","52","64","0.0","0.0"
"USC00410433","2016-10-25","83","64","66","0.0","0.0"
"USC00410433","2016-10-26","81","61","61","0.0","0.0"
"USC00410433","2016-10-27","84","61","61","0.0","0.0"
"USC00410433","2016-10-28","84","57","57","0.0","0.0"
"USC00410433","2016-10-29","83","57","64","0.0","0.0"
"USC00410433","2016-10-30","83","62","63","0.0","0.0"
"USC00410433","2016-10-31","86","58","59","0.0","0.0"
"USC00410433","2016-11-01","82","59","70","0.0","0.0"
"USC00410433","2016-11-02","87","70","71","0.0","0.0"
"USC00410433","2016-11-03","85","71","71","0.0","0.0"
"USC00410433","2016-11-04","75","65","65","0.0","0.0"
"USC00410433","2016-11-05","69","65","65","0.0","0.0"
"USC00410433","2016-11-06","67","56","57","0.0","0.0"
"USC00410433","2016-11-07","69","57","61","0.0","0.0"
"USC00410433","2016-11-08","68","60","60","0.0","0.0"
"USC00410433","2016-11-09","65","59","59","0.0","0.0"
"USC00410433","2016-11-10","61","56","56","0.0","0.0"
"USC00410433","2016-11-11","68","52","53","0.0","0.0"
"USC00410433","2016-11-12","70","53","53","0.0","0.0"
"USC00410433","2016-11-13","73","52","52","0.0","0.0"
"USC00410433","2016-11-14","73","52","53","0.0","0.0"
"USC00410433","2016-11-15","79","53","56","0.0","0.0"
"USC00410433","2016-11-16","81","52","52","0.0","0.0"
"USC00410433","2016-11-17","84","52","61","0.0","0.0"
"USC00410433","2016-11-18","79","61","68","0.0","0.0"
"USC00410433","2016-11-19","75","40","40","0.0","0.0"
"USC00410433","2016-11-20","59","31","31","0.0","0.0"
"USC00410433","2016-11-21","64","31","43","0.0","0.0"
"USC00410433","2016-11-22","73","43","63","0.0","0.0"
"USC00410433","2016-11-23","73","47","47","0.0","0.0"
"USC00410433","2016-11-24","68","43","44","0.0","0.0"
"USC00410433","2016-11-25","73","44","56","0.0","0.0"
"USC00410433","2016-11-26","63","52","53","0.0","0.0"
"USC00410433","2016-11-27","67","53","56","0.0","0.0"
"USC00410433","2016-11-28","69","56","68","0.0","0.0"
"USC00410433","2016-11-29","76","47","54","0.0","0.0"
"USC00410433","2016-11-30","75","48","51","0.0","0.0"
"USC00410433","2016-12-01","63","35","35","0.0","0.0"
"USC00410433","2016-12-02","66","35","51","0.0","0.0"
"USC00410433","2016-12-03","63","47","47","0.0","0.0"
"USC00410433","2016-12-04","49","47","48","0.0","0.0"
"USC00410433","2016-12-05","49","46","46","0.0","0.0"
"USC00410433","2016-12-06","50","46","47","0.0","0.0"
"USC00410433","2016-12-07","54","38","39","0.0","0.0"
"USC00410433","2016-12-08","54","39","39","0.0","0.0"
"USC00410433","2016-12-09","40","30","30","0.0","0.0"
"USC00410433","2016-12-10","44","30","38","0.0","0.0"
"USC00410433","2016-12-11","52","38","52","0.0","0.0"
"USC00410433","2016-12-12","66","43","43","0.0","0.0"
"USC00410433","2016-12-13","64","43","57","0.0","0.0"
"USC00410433","2016-12-14","73","40","40","0.0","0.0"
"USC00410433","2016-12-15","54","40","43","0.0","0.0"
"USC00410433","2016-12-16","50","43","49","0.0","0.0"
"USC00410433","2016-12-17","65","49","62","0.0","0.0"
"USC00410433","2016-12-18","74","23","23","0.0","0.0"
"USC00410433","2016-12-19","34","20","20","0.0","0.0"
"USC00410433","2016-12-20","42","20","33","0.0","0.0"
"USC00410433","2016-12-21","57","33","44","0.0","0.0"
"USC00410433","2016-12-22","68","44","47","0.0","0.0"
"USC00410433","2016-12-23","64","47","50","0.0","0.0"
"USC00410433","2016-12-24","66","50","66","0.0","0.0"
"USC00410433","2016-12-25","75","66","67","0.0","0.0"
"USC00410433","2016-12-26","77","66","69","0.0","0.0"
"USC00410433","2016-12-27","81","62","62","0.0","0.0"
"USC00410433","2016-12-28","72","58","65","0.0","0.0"
"USC00410433","2016-12-29","79","54","54","0.0","0.0"
"USC00410433","2016-12-30","59","45","45","0.0","0.0"
"USC00410433","2016-12-31","54","45","54","0.0","0.0"
"USC00410433","2017-01-01","74","49","49","0.0","0.0"
"USC00410433","2017-01-02","72","49","51","0.0","0.0"
"USC00410433","2017-01-03","71","43","44","0.0","0.0"
"USC00410433","2017-01-04","73","35","36","0.0","0.0"
"USC00410433","2017-01-05","46","36","43","0.0","0.0"
